"","L_G+1","L_G+2","L_G+3","L_G-1","L_G-2","LN_G+1","LN_G+2","LN_G+3","LN_G-1","LN_G-2","LN_G-3"
"Amz1",7.53373949707764,7.20629651404194,7.34342544194419,7.63650220794547,7.60514654071692,1.96899367052142,1.70718910060625,2.31830321432973,3.25862883175206,3.38271114189443,3.72990111873307
"Isy1",3.89190860372996,3.81865667454767,3.9540514766364,3.93980944762106,3.94558124856664,2.97875263698374,3.02742884534084,3.37232175257658,3.60572750237432,3.33097549733472,3.36982327929596
"Cggbp1",8.19005263162638,8.25987432024976,8.27663434284412,8.37548300146345,8.20459786247382,8.77582392319783,8.72936220480913,8.6145836961661,8.46019996568672,8.65910874174879,8.59419030065532
"Ctsa",6.85993381993603,7.08996291624611,6.90238082918548,6.68911198928178,7.49344558750989,5.13746726837966,5.3248230370125,5.44111561993392,6.12161574094715,6.3617377511054,6.4695923797612
"Azin2",-0.00137156035990563,0.507323694899508,0.902623237829395,-1.42689287334304,0.252882367458596,3.40750330391877,3.41604105856354,3.38344084454015,2.54456363969593,3.50706517829684,3.26527650296155
"Pigs",6.77313712103666,6.75200659162249,6.57747991813221,6.82124096044997,7.1038165570931,6.15442973193035,6.12183107005646,6.18047374373782,6.37259597818506,6.22276536129589,6.40817762758172
"Osbpl5",-0.423198225301389,0.576036444983523,-0.0819467216009991,-1.19556732723658,1.1147514485951,1.80314293058636,1.20819982299494,0.958214124448773,1.78469764341964,-0.405014973414245,1.15581052357548
"Fbxo46",4.60793725929558,4.70115953101442,4.64539445367681,4.14626032508849,4.75667354533167,5.7178240009654,5.95689169276148,5.88235320097947,5.49104400252746,5.83002894806061,5.92029363837208
"Zfp84",5.29544772920148,5.31927918483589,5.39344177331094,5.45095804931413,5.1306266174076,5.11846493132213,5.13090093345092,4.81875717857128,4.97302822868246,5.32437611842298,5.08163891551294
"Qpctl",4.21192095039193,4.04761714628694,4.28381728213644,3.8617224761144,4.19284478467276,4.22957798512232,4.18263811658091,3.96748002040363,4.40866852452621,3.91886139326264,4.10454605133787
"Eef2kmt",4.18984408438711,4.2059577869715,4.03765669486705,4.39050793485165,4.40245278354694,2.11772905013256,1.98282354321967,1.95075831952973,2.75555129776013,2.22473544905375,2.44354369857925
"Far1",8.23278807244479,8.23397107734954,8.43215874654684,8.49021971694009,8.32415817261142,8.08469056459549,7.91538779995461,7.94056089570661,8.21490856408773,8.16288972854654,8.04230354864523
"Gna12",6.46887198274179,6.81998532701999,6.72513410621414,6.61773882445002,6.37515894430873,6.55150608000968,6.46207660276971,6.34946878840166,6.05804775374314,6.24156806077596,6.40885943054379
"Ube2o",4.59791270217562,4.70372090770301,4.9882598825816,5.01749187641266,4.53860622160049,5.77121028523716,6.01683165474578,6.09089271822665,5.20752865241836,5.11430251049947,5.37332072353218
"Mettl21a",4.08130224731149,4.09716511484912,3.96894394478303,3.9579377913737,4.16144468404315,3.37338392560075,3.44668352108319,3.49015824287044,3.58378494949365,3.52252277303703,3.39756826977886
"Atp6ap2",8.01402385938261,7.85662740193965,7.95370058400646,7.8620233405361,8.15416903648953,7.72496876794249,7.73603221643018,7.81837315965924,7.38810969045093,7.72552080595861,7.7166080853414
"Cyb561",4.15835767397652,4.55845524957687,4.42010214183456,4.07329952389937,4.72197556078842,2.87805863736427,3.74260721973097,3.62274388248825,2.35029481927387,2.83261488716646,3.25924011323089
"Ift122",4.75200999694773,4.79902786779874,4.45225266543827,4.70507589375559,4.80131899215464,4.139643826561,4.41216458052801,3.87597067039546,4.42932306543914,4.81493840247079,4.4919652200308
"Card11",8.00409485060726,8.08438401845282,8.10356138230027,7.92385417941887,8.22811976582664,5.66541053477425,5.97802400894288,5.79345062062858,5.86611302476595,5.96908459142329,6.12169878251176
"Rapgef4",-2.06365583861425,-0.762765468468236,-0.778554578151064,-0.458601733070374,-1.54821356412733,-0.609455523241065,1.10951554813554,-1.94125899959726,0.345955883549531,1.41895466249426,1.93882348526112
"Hspa2",2.73457769347481,3.24252883120128,3.24304767633415,2.17366648242914,3.29156283562266,3.45488671034425,4.1015138912348,4.17368457807518,4.02755416731581,4.3527579197928,3.13947178676073
"Papolg",5.58824002756881,5.57078454606065,5.80796171382517,5.89855924429477,5.28352551655724,6.36627627795031,6.3557621863559,6.17328421868844,6.43622776107979,6.35167657430241,6.39859839837735
"Nxnl1",-1.903191166421,-1.79133462066501,-1.5490727320283,-0.821171812455082,-0.252757680601155,-0.533506670007767,0.593117333897451,1.09976826866279,0.0794409089807752,1.20571062337199,0.931250265556323
"Cfl2",4.47914844516218,4.62752995672531,4.55698978722258,4.34071586992181,4.55141318578111,4.69974426680337,4.89943864872001,4.98309673812188,4.28266476720756,4.87838628113155,4.79706491816192
"Rpusd4",4.57595087815912,4.4724509932258,4.52711410273719,4.71931605912547,4.7128841086249,4.12507102547372,4.32962630674607,4.43911880986997,4.29171700108424,4.28790677544283,4.16713852937699
"2810021J22Rik",2.4525076651216,2.24780377324195,2.56803557097057,2.7603516042993,2.63861349722541,2.72412293138522,2.92233178286331,2.97668678452025,2.81326679561641,3.11685069198187,3.61169307513171
"BC051142",-0.220381342301701,-0.0953408075551066,-0.881648071115168,-0.741001463771098,-0.183216747348078,1.12360561646922,0.918693205799958,0.240944331623487,0.120663571707288,0.955387269287753,1.01960613997717
"Tceal1",-1.02183566291962,-0.20637211994385,-1.11297361722162,0.389395173484577,-0.325821142790878,0.810447731209595,0.765070016686746,0.191191296426387,0.160741011082623,0.362811584456722,0.469919114003544
"Rab43",5.92936577720298,5.75741023927222,5.81930533584776,5.74694717810266,5.75085566018212,4.55938596704188,4.90496622268845,4.89260416471628,4.32516583414785,5.24584271587629,5.2201527571608
"Tmem147",4.94493755931636,5.08297054531722,4.9587219081704,5.00882267632045,5.30788180134887,3.49624067338629,3.35273166700886,3.56042510609211,3.74075429583205,3.69159335038515,3.57328295177138
"Rfxap",5.25029419884959,5.11603679315856,5.30671182262292,5.44025154347273,5.62201500281656,3.77541571505483,3.66220164583294,3.76556904650638,4.12446848391072,4.34987252874922,4.25469618808594
"Mrps18c",3.2772414928397,2.95927188417059,3.01810045524933,2.98912438491464,3.3774982071264,3.19511158144492,3.11270382576658,3.4642097908328,2.93381245753987,3.55795916960229,3.06529823067004
"Rinl",6.83703341782595,6.58387861889138,6.61937817605915,6.91971720971016,6.86336161927225,5.51592303924799,5.51394126725885,5.6864151770953,5.34541259789412,5.66107421704353,5.75424869709825
"Cstf3",5.9159795058838,5.68472297501254,5.89338295484169,5.81317252232758,5.70745882647154,6.75355450021366,6.66681827390331,6.58501450688061,6.22151095939492,6.50349936467394,6.49678330880442
"Elk1",3.94822913053861,3.87200999870108,3.51574926902795,3.92145040825914,3.61318556591138,3.34348243988689,2.87805122130261,1.95075831952973,3.21646915845829,2.92856348121204,3.18476189727161
"Accs",4.4385324666502,4.47395223690017,4.24457838739646,4.5343680648621,4.58169386098185,3.43611968094871,3.40047225595506,3.39447489481513,3.63447455641988,3.54287859631965,3.96687417528704
"Zfyve28",-0.659265583534913,0.683750262283776,0.144824140246023,0.239369729479969,0.0656037992660153,-3.01155396681241,-1.80377281867113,-0.597304598379901,1.0261988877038,0.924690472064837,0.511141776730057
"Coq9",4.77443576000897,4.76632053406041,4.61731191170877,4.79185460668395,5.01703279095103,4.62092199511138,4.55260578609301,4.72353013151319,4.84051029544339,4.90615034151308,4.83611460375186
"Lmntd2",3.06076961468142,2.9157483711067,2.74284279379263,2.2927191540729,3.11991931695404,3.58835887537472,3.58165821852239,3.67797340320864,3.21170778436456,3.97985626488165,4.11126408462222
"Ndel1",7.20133861972022,7.09020764822988,7.18901952759219,7.2667455879675,7.44348005180699,6.64026654668202,6.68941548834236,6.70287460485785,6.33751187827404,6.52220242329865,6.51526331244861
"Supv3l1",4.32765093961118,4.63961965072072,4.39275165368961,4.40379455254519,4.67242125897238,4.5637151377049,4.57126661267579,4.58832171796728,4.74652673296214,4.60832656382492,4.72443428748189
"Mtss1l",0.694371371079788,0.683750262283776,1.62085226941402,0.52527860156635,0.175576641291147,6.53781816859462,6.52564981276315,6.60177282065798,5.99709404909183,6.26932046421677,6.15702850173215
"Uxt",1.76177065636537,2.06863492755602,1.60186916604644,1.82433223020113,1.83784486817975,1.94264234357446,1.46924567573528,2.18484976955256,1.93091838427069,1.93242612084444,2.08249384593256
"Oaz1",7.79038749265413,7.63064602089535,7.57246078531173,7.74596941117883,7.93505258012213,7.61402442776506,7.63792643816913,7.66479024699028,7.40645650012938,7.72078242926962,7.66788362195401
"Ggt7",0.388040131243444,0.744718279575203,0.144824140246023,0.0719129836284061,0.00730515870134834,0.922558097531132,1.75694213580335,1.17848024467683,1.00433945374006,-0.485185322098228,-0.146752246444951
"Dolpp1",4.83401169360231,4.55703945452616,4.71991639694312,5.03182577515823,5.1237831060119,4.82944869313965,5.04171723227324,5.09554862528938,5.03767838458951,4.84393827419334,4.83814086116484
"Fbrs",5.19151161881382,4.96087874720014,5.25600724336992,5.12033698002301,4.47415424890113,6.80291405852419,6.81363342338297,6.70675281966877,6.20842520037526,6.74993994233664,6.79001654331649
"Lrrc56",2.40730203340408,2.58994875183878,2.31183165830604,2.18397149082088,2.34697153082891,3.70661192022505,3.82266631802618,3.52069261101855,3.10790756428284,3.39955213127174,3.21626304048561
"Mrpl37",5.9564253521114,5.8926424863106,5.86380839599177,6.02575126074855,6.29708639589631,5.04914196487514,5.21933464832937,5.22480749448785,5.52598484353594,5.10919260536679,5.25241884737487
"Tcp11l1",3.72999528081051,3.93440653583895,4.15625472102243,4.09530483198263,3.63741275221985,4.49963392083271,4.26804704482671,4.34840524611915,3.70393177388857,4.18157126978658,4.33437444329167
"Gorasp1",3.67701780432952,3.54922764836141,3.55081649992186,4.00809788603096,3.91815648443211,3.21726472368347,2.63363249363616,2.87005393602903,3.8397390069776,2.82432351353507,3.27128774099542
"Il5ra",-6.15111867986459,-2.04287338766097,0.429553617179136,-5.95045482940005,-0.81124796996112,1.34096244790837,1.05752091049727,1.12648560703857,2.32406327770069,1.68015240984843,-0.0238954986594172
"Nek7",7.39155048714624,7.34586147792322,7.37731047945271,7.40723462056096,7.27592553177408,7.54700341060081,7.27677825865647,7.36725506178784,7.53447025489267,7.3027172372932,7.23963720109465
"Ciapin1",6.32941910323725,6.34964848421342,6.41229184008525,6.30604873803299,6.77603518373665,5.83885614639535,6.14770618557509,6.15555749977143,5.99709404909183,6.09332215648563,6.27390980202777
"Acss2",3.48005837583939,3.23546543867871,3.76220811865956,3.71310327481722,3.72819286539586,3.8303472886473,3.70507835401044,3.60385398851733,3.56524105612745,3.60227751915211,3.57814051542068
"Cd180",5.70180090525941,5.81303327922874,5.55514057307379,5.82967479022526,4.91865081201649,3.11478176608222,2.27233016041466,2.96192762724784,4.15206870906817,3.04730975872879,3.1460295027829
"Wipi1",0.291824815984141,0.999437417196993,-0.0218257291634283,0.843961036950058,1.23394080380514,0.370915670010002,0.664376017067273,0.139660995786305,-0.00671573476893951,0.614350351452686,0.0338199991968702
"Cnst",5.09383971328655,4.91740442069457,4.89971164240949,5.23751576258415,4.89974626167409,5.08873291479551,4.77415947998249,4.8022808248629,5.47722403330291,4.5135259819332,4.63168998369741
"Wdr48",6.37415741800254,6.32199082237698,6.3475267964078,6.32246649746696,6.3286754028216,7.40464036436346,7.31672427977311,7.11130905120689,6.79766353472281,6.99401751745213,6.87684811261395
"Mast4",4.20313070208065,4.60715256935396,4.41467336763613,4.45575017601881,3.68002210149059,5.44612005358815,5.52714405944348,5.15190459154105,4.6756846915652,4.16852986987722,4.10790897836384
"Mrps35",3.53011973191322,3.54637647146328,3.6695261161497,3.63262793810289,3.76604351740711,3.06678748446938,3.57242493874435,3.54069563566617,3.36108540840279,3.52763871825936,3.7211442175477
"Sod3",2.6137529108715,3.32136551208436,2.86729016471711,0.895035221544327,2.70430852339351,4.37215032566164,3.91321807573381,3.71805084258398,3.99189639110682,4.41481888792505,3.5437890106299
"Thap12",5.69867734238102,5.83071719879137,5.95825554481063,5.88835515630851,5.57261338473516,7.07647705102849,7.2109915965054,7.07918678585537,6.726847193287,6.7161684856801,6.86148960689718
"Sf3b4",5.70102064832266,5.48180823864308,5.50109602495679,5.7037336436595,5.97320842361511,5.3541435689041,5.2984653752596,5.63034780665158,5.67178960734287,5.48158790013775,5.6299366575255
"Uxs1",4.47550297249378,4.7227876395057,4.79077727085633,4.34531410502046,4.57041295609501,5.0084338153641,5.05669343984603,5.2077063832094,4.42727086731089,4.75294641220363,4.87017981928989
"Crat",4.8182678414777,4.7809487459854,4.54957866626301,4.67799071073713,4.77753479600962,5.16479730378933,5.37878706683625,5.201437193373,4.68602046143877,4.91788758624565,4.90345919950882
"Slc27a1",5.56869792315354,5.69955635822928,5.89240684178626,5.60557216332463,5.90848308678873,5.56749253477076,5.66056871408997,5.89697523534431,5.52502560477661,5.99793945409547,5.98390411190871
"Mtmr11",-0.00137156035990563,0.999437417196993,1.07770994438749,-0.0197174918371621,0.874997866597218,1.12360561646922,-0.666269294921198,0.240944331623487,0.540772060533554,0.00024150507201336,-0.429151977145676
"Chchd5",2.48187651727837,2.27561562325962,2.38027271440792,2.59257699085519,2.63861349722541,3.30262462847002,3.47668865892084,3.66436297168999,2.47474219019836,3.60227751915211,3.54874673042587
"Cd200r4",1.51421723732059,1.85482803649289,1.02167590947316,-0.6650526105378,0.984821144549969,-5.81890888887002,-2.90330849222205,-1.11813676168134,-2.85915854635508,0.00024150507201336,-1.39067782933104
"Bok",0.32461475110181,2.23369417382652,2.59708410348107,0.6194007789309,2.32923325358871,-0.264320037192378,-1.62320057302931,0.424390472719418,-1.78115603435381,-5.61446833904319,-2.46868034133231
"Dpf2",6.99783448494454,6.82469953945609,7.0338993866238,6.90849748135089,7.16280153243627,7.73147717766127,7.75503052158317,7.79305980522841,7.41087716250948,7.58750238932993,7.80187455603659
"Mrps23",4.34773052666714,4.29697661522365,4.17564173223581,4.50384446421985,4.46199663447489,4.23772882624319,4.20072857356381,4.14783492723201,4.25516220203228,4.46368246869146,4.17997683470623
"Helb",3.58189664182138,3.33794839627996,3.42145614948054,2.89816811102929,3.03127380652768,3.22821502324401,2.70296451474452,3.1880240173477,2.96809593314023,2.54034977000891,2.59501433398508
"Tspan3",6.64431223967654,6.60424235588476,6.808737982362,6.07225974364471,6.55093497074744,10.0944246736606,10.2515322152596,10.2941799504508,10.1101280342133,10.7990108440506,10.8652669690768
"Pltp",4.08609128089043,3.17767768685131,2.68087704048623,3.82268437731964,3.81784366801822,0.409909801625866,0.629186588604973,0.335581205761562,2.02076500165317,2.2620486075218,2.84923469104843
"Spns1",5.25880256138509,5.09277483069422,5.17323255543178,5.17043101338774,5.04628069876648,5.88801875074739,5.96308732515841,5.80486769132771,5.3323119853685,5.86075843869907,5.83662143496764
"Zfp39",2.70374970339565,2.95927188417059,2.87521708048874,2.78763743022044,2.91716732084116,3.88326379649553,3.97758689485353,3.77826146010953,3.8520304128777,4.03119009336551,3.89472438953121
"Lsm7",3.03127567353994,3.03445100679978,3.22455133271676,3.32799462882043,3.57355539916033,2.44318595650016,2.66002399252757,2.81362850256621,2.7090087118231,2.70294427472167,2.70569056514119
"Mbnl1",10.6263806603238,10.8160419325693,10.7854799017241,11.0379081083124,10.6582921021505,8.74981917345521,8.62897785026403,8.31712583672387,9.22228790477416,8.71763815986471,8.96426747016159
"Mettl13",3.59875074753226,3.81629160018048,4.03765669486705,4.02825562970631,3.88413852045369,2.62817433733964,2.15352273037463,1.90519574214928,3.61657488461132,2.59985078175757,2.37820294491193
"Eif5b",6.44902653649408,6.40342223375724,6.59198252443756,6.48599646288693,6.53296722548491,5.99366955526536,5.87288951618683,5.93525794696774,6.4234151098954,6.15578258835167,6.17717820135356
"Plpp3",-0.318228665699846,2.23369417382652,2.02880034390654,-0.0197174918371621,2.09739028793367,0.83930259388178,1.38736866868087,0.625087822956547,1.51781091209024,-0.97061214926847,-1.93816562463353
"Mfap1b",3.31444772494481,3.23546543867871,3.32056646828365,3.32799462882043,3.27621487128922,3.85528337927567,3.91321807573381,3.77826146010953,3.54266909570615,3.8138918336611,3.71674575365019
"Il10rb",6.18175705128809,6.07927669237954,6.01944228920831,5.99973652057265,6.34237314916805,6.82336848963384,6.86416660105798,6.82565209674923,6.48143339279732,7.03994392910575,6.99461696102616
"Kif5a",4.56054829369976,4.81451524652997,4.72431151090103,4.94512045298064,4.60399444303739,0.590482047267687,1.00358210338647,1.92054370648272,1.87178326018335,1.56544075097174,2.02673057441055
"Dera",5.19926806244825,4.85655547039421,5.29641731891608,5.29569194523582,5.64071239924504,4.97794190639714,5.15738743946551,5.201437193373,5.58792467985457,5.13958402848573,5.02761866002855
"Gss",3.71461459098717,3.56057634043807,3.93900367355589,3.79605949173842,4.27544317025938,1.47571186002161,2.28369002257921,2.69369163695557,2.52166323758585,1.58520400579317,2.48551596905456
"Ifnar2",6.22798888569656,6.00438038583672,5.96012009439603,6.15381629953685,6.40439533178703,5.19998673225163,5.03164602180435,5.1824644920058,5.11748512794339,5.38623592996805,5.43620511838583
"Cwc15",5.93800071805058,5.7319136719402,5.62379594527897,5.88835515630851,6.02371141349109,6.04256578625576,6.05130328110244,6.08579635128708,5.72120471979426,6.24778156180832,5.98390411190871
"Edc4",7.33810210365709,7.21619729091698,7.22900439750706,7.33075077120782,7.09880870631463,7.82866196268069,7.76443667235027,8.00159380918845,7.79954882717975,7.71210159052662,7.72457121103734
"Angel2",6.53384904527929,6.4422850560947,6.55606547643332,6.66402497484528,6.61973670307337,7.03030071169925,7.15100510633394,7.2510338148735,6.84301413901047,7.06611095673705,7.13885546989516
"Ccdc149",4.07408875707891,3.72594107254457,3.67861398897766,4.01099486499815,2.81466008075895,2.46186188126059,2.56079961362472,2.93194846975497,2.29734593932491,3.08249918719109,2.21314369864143
"Bst1",4.47001743341005,4.38578588218151,4.32780529451378,4.34531410502046,4.17309280416532,4.6618813122258,4.07887023069071,4.30812799302076,3.38242744021468,4.47696704728041,4.03911429886638
"Trnt1",5.66945920279119,5.76785124512273,5.73142513636293,5.60461356193329,5.90499470329771,6.10478999442506,5.74517749484675,5.97530950991361,6.16905450460372,5.65874447081114,5.82031386419297
"Slc15a4",6.19289976001674,5.98028689725826,6.02301442360123,6.19324724745788,6.16165351302822,6.5955120928764,6.66301741913196,6.60236774645646,6.59273939959681,6.48586548008335,6.57419499165481
"Zcchc11",5.40490831286009,6.02500908461985,6.20620760745302,6.27986588626106,5.47314501833119,6.1729672101334,5.87288951618683,5.35759666928506,6.13047248026137,5.90369301671376,5.69845899591012
"Mrpl35",4.13081134709086,3.94959293965362,3.90068282725996,4.26264939024186,4.21876701002416,2.75473829862331,2.45424351239604,2.99854621848399,3.19250357346741,2.66630243108741,2.62348950259555
"Nek1",3.95348007369978,3.93658583389819,4.00912285913007,4.35902152444106,3.51199107007859,4.479153678849,4.07233479464076,4.04655159139482,4.12193299109485,3.68244786783609,3.11293871631447
"Evi5",2.85169633574247,3.48516204497535,3.60425575888332,3.52325092021937,3.37461857535021,3.81226816683396,3.97758689485353,3.72680774376934,3.41593129807103,3.41067122323531,4.17677795303891
"Rtn4r",-2.98119367842228,-2.73475109229864,-2.46661057183632,-1.55813740662129,-1.73462668835821,-0.609455523241065,-0.501210048650702,-1.11813676168134,1.35462074467666,1.41895466249426,2.0548816147247
"Rev1",4.63596764468703,4.91519593187311,4.73741708209156,4.94512045298064,4.62716586740709,5.19301717743679,5.41668612677947,5.17608440403618,5.32240786152263,4.80654451673603,5.27503208527448
"Cep152",6.11068242733072,6.08518232589999,6.14605318621633,6.13468563230171,6.21816475785892,4.84731511393316,4.85062453088518,4.29051603423003,4.88604890115326,4.8982721237603,4.54503003869859
"Pim1",5.21246856665999,4.97896586883441,5.10408847121078,5.06147123690676,5.31990746131662,4.77074225764477,5.05337880302694,5.11735722142182,4.31187921645431,4.68359422867582,4.76759966264423
"Fbxl5",7.02396299496374,6.96128018347066,6.95334960601156,6.96262156615476,7.04140921219836,7.88445400509416,7.81986484929664,7.82374014474316,7.50752793882838,7.77206780888595,7.85387378742944
"Blk",-6.15111867986459,-4.11326271555237,-1.93609585513754,-5.95045482940005,-4.27067958859842,3.87979577790033,3.27517852272369,4.1115180314406,5.68987736418682,3.64997426118341,3.01603068575334
"Ppp1r15b",7.8593220085019,7.80582406251872,7.86592332895321,8.1180715594462,7.64138639834204,7.67407087291394,7.62291126317849,7.62435575056001,7.21096239812174,7.20111509480783,7.46844822683359
"Sftpa1",1.02879041015035,0.598232191097719,4.46281223712456,1.06077242602321,4.73886913837384,-1.9120182932615,-5.71066341427965,-3.31977062285099,-3.22172862573979,-3.29254024415583,-3.31667724788726
"Med6",3.22609185052396,3.10977362234951,2.95217906230363,3.11294025188846,3.24186336649844,3.2227502627672,3.19922966949039,3.38344084454015,3.08205212243731,3.3251108752715,3.24709103056477
"Tmem251",4.71538753236161,4.80619655355921,4.72431151090103,4.91913901384074,5.20707867784547,4.05607245878376,4.1977292064941,4.06047396762719,4.38982318346051,4.00575148646429,4.1606762787473
"Gon7",2.43008190206037,2.55633103563596,2.55822128114361,2.47999772226548,2.71345400594256,2.35601679363066,2.1902033937011,2.23481822882665,2.37605791533895,2.18643156087711,1.95385169449345
"Gadd45a",3.61541022873428,3.20686088248825,3.09478345774643,3.60605122527188,2.97534839192969,3.25523257388249,3.44162142802693,3.7355118126502,3.06102887186689,3.39396028302739,3.22248156322077
"Klhl25",3.66426461594895,3.77304354790006,3.40512357835858,3.94890209352306,3.93584642727901,2.84997609539623,3.49146040955081,3.83605954870553,3.28606601445891,3.80549183880469,3.41938637998455
"Sec11a",5.77924906757436,5.70595838799778,5.58927436734491,5.7347319671953,5.97082695222442,5.65124154640434,5.75337173791026,5.5659257504884,5.472256070264,5.79439209698157,5.52943992544946
"Itpk1",5.60418620839781,5.61431744061536,5.65636118213054,5.67479739234683,5.77944114178699,6.1601589826105,6.46644462742404,6.50582422661239,5.79547748217289,6.21644294069959,6.40339596350451
"Plpp2",3.55105400550096,3.6615243440488,3.51066935166359,3.55932017492689,3.60829092155266,2.57769589231184,3.05420817645644,3.10984534135074,2.02076500165317,2.61915133771651,2.18794314451629
"Brwd3",2.18427167482934,2.24076622250202,2.26433123470211,2.47160993677276,1.73382180363652,1.30003218385349,1.89666689946996,1.47724235498515,1.97654100139648,1.54540299773519,1.18157361964056
"Ccdc84",4.31342707046935,4.16565130394757,3.94278036430138,4.2962857690931,4.31803504698385,4.09248309897344,4.58510552014086,4.37650146107487,4.05173397981093,4.308859146376,4.36842192411934
"Crbn",5.28403065850234,5.38937021953055,5.39757557281796,5.61417103339532,5.49849707489072,6.08685416073278,6.05958751311521,6.00530992070329,5.96279255120602,6.17384216465772,5.86968464336572
"Klhl42",3.8247292881422,3.95174943488458,4.21677398212504,4.74216067229453,3.80292645197652,4.19371564999504,3.95999283483879,3.49015824287044,4.21289960189694,3.53781650326339,3.88691546632044
"Sugp1",5.92869940534777,5.85223300124379,5.81622045575386,5.93486023164933,6.16748848575831,6.39449915198832,6.45581353653715,6.54905193192401,6.26237497098495,6.57998074043583,6.34688085633001
"Rnf187",7.76261223239261,7.77037337308472,7.70623359963975,7.70853760417206,8.10104261338999,7.69494205124878,7.72044238396299,7.70495351636733,7.97592688327561,7.76287777661315,7.89143515305435
"Ccnyl1",2.65301234131873,3.13276526497573,2.94466500864632,3.20689210596279,2.37028832185148,2.49850372489485,2.75286095899153,2.88577828832204,2.37605791533895,2.60953333515491,2.61406008967562
"Gm20604",1.99353956296729,1.71962729861237,1.87916426500541,2.05516971979383,2.49220070431858,2.30521242295917,2.17807983461861,2.42976364481827,2.18523557300337,2.05086757814198,2.28620716083116
"D17Wsu92e",6.50284596338443,6.42647771017386,6.52617044520378,5.92337374548693,6.2507245527318,8.61147832186655,8.98755289309278,8.86900364732045,8.21906640353036,8.57450678074097,8.84615462726808
"Tnc",-4.56615617914343,-2.73475109229864,0.429553617179136,-0.996258519013173,3.44768203753994,-0.461356884251931,0.220073923283234,-0.284146713120271,2.07420426061463,-1.22215091626443,0.338674580725291
"Fpgt",4.46267078460799,4.17121440225805,4.49660663912197,4.685263290931,4.25679741746198,5.33780625535469,5.14809468565577,4.91384905390871,4.8482005857258,5.06237026743096,5.10706898122751
"Ubr7",5.28819278195426,5.35311969326119,5.33141113253407,5.23751576258415,5.22797019917,4.96980944382044,5.00786946178957,5.22943646650469,5.64289972429447,5.2946747082967,4.88593637226122
"Cx3cr1",1.49993301131434,1.87314821969968,1.23382914630477,-2.49102321076275,-0.977897839370571,-0.14648354689852,-3.38873531939229,-0.99784252796363,-0.899800530852427,0.494056117734974,-4.05364284205347
"Rtp4",1.42631014817116,0.507323694899508,0.592283117217244,0.199292290104634,1.5922676594225,0.949275435906911,0.732280081569076,0.801244778110374,1.53315887642368,1.96296048899255,1.74509894969943
"Diablo",5.98041678881176,5.81540369675258,5.84677638172072,5.99827741041957,6.18608549973806,6.01516706456487,6.23733871669802,6.22828061516161,5.88193385999959,6.22039769931882,6.11168292481703
"Fmo1",1.26673383502131,1.89123867668257,2.0981740469472,1.32566957587419,1.7605391420123,-2.6489838874277,-4.1257009135585,-1.94125899959726,-1.94162070654705,-5.61446833904319,-3.31667724788726
"Csrnp1",6.11478932936651,5.86430342856963,5.83666281039889,5.82309651702846,5.27737164941418,7.26040921538399,7.18093044815401,7.07961412443696,6.93001279448457,7.074874507091,7.11147351991922
"Morf4l2",6.05497993413121,6.15843373926634,6.05040259839175,6.09837258396384,6.47935738946825,5.59313162568164,5.93544522722645,5.87252219161978,6.34242086424594,5.81232055555237,5.87462877103143
